Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords 
What Was the Sign of Jonah?,Ahmed Deedat,Ebook,USD 0.00,"Over a thousand million Christians today blindly accept that Jesus of Nazareth is the Christ. They produce ""a thousand and one"" prophecies from the Jewish Bible (the Old Testament) to prove their claim that Jesus was the Messiah promised to the Jews. Let us hold the thousand"" prophecies in abeyance for a moment and examine the only unequivocal claim made by Jesus in the Gospels and examine whether he fulfilled his promise to the Jews.
We must admit that the word CHRIST is not a name. It is a title. It is a translation of the Hebrew word Messiah, meaning ""anointed."" The Greek word for ""anointed"" is Christos from which we get the word Christ.
Priests and kings were ""anointed"" when being consecrated to their office. The Holy Bible confers this title even on a heathen king CYRUS (Isaiah 45:1).",2012,English,9781471632686,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Ahmed Deedat,,,,,EPUB,"['jesus', 'jonah', 'Prophecies', 'biblical prophecies', 'miracles of bible', 'islam', 'christ', 'son of god', 'trinity', 'lord']"
Codex Truth,Zacheaus Lando,Ebook,USD 5.17,"The authorship of The Truth is meant to trace a lost nation of the Romans by comparing the history of the red Indians,the Eretreans,the Cimmerians,the Luo,the Jews,the Fatimids,the Khwarezmians,the African Americans,Nubians,Zanj",2021,English,9781716229848,History,All Rights Reserved - Standard Copyright License,By (author): Zacheaus Lando,,,,,EPUB,['Cimmerian']
BORN IN BRESLAU: A JEWISH SCHOLAR IN PRUSSIA,Adam YAMEY,Paperback,USD 9.82,"A book concerned with challenges faced by Jews in early 19th century Prussia. Until Hitler’s rise to power, Breslau (now Wrocław) had one of the largest Jewish communities in Germany. In 1814, the author’s ancestor Nathan Ginsberg was born in the city when Reform Judaism was in its ascendancy. In this book, his education is described in detail to illustrate the difficulties and decisions that Jews in Prussia had to face before members of his faith were given more freedoms in the latter part of the 19th century. The author also provides a traveller's guide to some of the places that Ginsberg might have known in his lifetime, and what is left of them today. Fully illustrated with monochrome images and some maps.",2018,English,9780244660666,History,All Rights Reserved - Standard Copyright License,By (author): Adam YAMEY,78,Paperback,Black & White,Royal (6.14 x 9.21 in / 156 x 234 mm),,"['breslau', 'poland', 'wroclaw', 'jewish', 'prussia', 'reform judaism']"
A Distant Dream,Levi Kaufman,Paperback,USD 10.95,"A Distant Dream by Levi Kaufman, a historical novel, is set against the vivid backdrop of Medieval Europe and the religious hostility that was its hallmark.  In the year 1290, England’s twelve thousand Jews became the continent’s first community to face expulsion.  Despite oppressive and unfair taxes and restrictive living conditions, the Jews had somehow managed to survive and even prosper.  Now they were to be forced to abandon their homes and belongings.
Where should the uprooted families go?  Would any other Christian nations welcome them?  Would they be allowed to remain in any one place for more than a few years?
Perhaps some tired and idealistic English Jew dreamed of breaking away from Europe and the ever-deepening anguish of his exiled people.  Perhaps he spoke to others around him and, together, they make plans.  Perhaps there were some who dared to set out for some new land where they could live their lives as Jews.  Where they could live undisturbed by the outside world…

Marbitz Media",2008,English,9781435722200,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Levi Kaufman,155,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Religion', 'Spirituality', 'Judaism', 'Judaica']"
Studies in Matthew's Gospel,John Benson,Paperback,USD 7.26,"These studies are not intended as a comprehensive commentary on Matthew's Gospel. They are written in recognition of the fact that the four gospels are 'portraits' of Christ, not biographies. The focus is therefore on the special characteristics of Matthew's Gospel, especially his portrayal of Jesus of Nazareth as the Messiah, the Son of David, the coming righteous King of God's heavenly kingdom on earth, to which both Jews and Gentiles are invited by the call of the Gospel.",2019,English,9780244170578,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): John Benson,192,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"[""Matthew's Gospel"", 'Bible', 'Kingdom of God', 'Jesus Christ', 'New Testament']"
Exodus To Africa,Adam YAMEY,Paperback,USD 22.94,"From Mosenthal to Mandela … 

... a FRESH look at the story of the Jews in South Africa . 

Jewish migration to South Africa began as a trickle at the beginning of the  19th century and became an exodus by its end.

Always a minority in the European population of what eventually became South Africa, the Jews who emigrated there from Europe during the 19th and 20th centuries have played a disproportionately large role in the country’s development. Often escaping from repression and hostility in Europe, they arrived in a country which was no stranger to oppression.  

From the jail-breaker to the soap-maker who became Senator; from the dentist who made noodles in Cape Town to a man imprisoned for defying apartheid: Adam Yamey tracks the story of Jewish settlement in South Africa, illustrating it with the stories of members of his family to exemplify landmarks and trends in this fascinating history.",2015,English,9781326302429,History,All Rights Reserved - Standard Copyright License,By (author): Adam YAMEY,259,Paperback,Black & White,Royal (6.14 x 9.21 in / 156 x 234 mm),,"['South Africa', 'Jewish migration', 'apartheid', 'murder', 'immigration', 'Africa']"
Thoughts and Memories Volume II: After age 90...,"Dr. Joseph (""Jay"") I. Rodgin",Paperback,USD 5.54,Anecdotal memories and philosopical reflections from the perspective of 92 years.,2011,English,9781105017803,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,"By (author): Dr. Joseph (""Jay"") I. Rodgin",42,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Rodgin', 'optometrists', 'Jews', 'Bluefield West Virginia', 'Rotary', 'family']"
The Spirit of the Ghetto,Hutchins Hapgood,Paperback,USD 69.99,"An historical sketch of life in the New York ghetto at the turn of the twentieth century. This illustrated volume looks at the people, places and rituals of the Jews within the context of social change and rapid industrialization.",2013,English,9781304425751,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Hutchins Hapgood,185,Paperback,Color,Square (8.5 x 8.5 in / 216 x 216 mm),,"['judaism', 'jews. ghetto', 'New York', 'history', 'books']"
International Sephardic Journal (Vol.2. No. 1) [#2],ISLC,Paperback,USD 22.46,"The International Sephardic Journal (ISJ) is a multi-disciplinary publication featuring scholarly works related to Sephardim (the descendants of the Jews of historic Spain, Portugal, North Africa and the former Ottoman Empire who share common religious and cultural bonds).",2006,English,N/A,History,All Rights Reserved - Standard Copyright License,By (author): ISLC,234,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['jewish history', 'sephardic', 'sephardim']"
Dos Diferentes Dramas,Armando Simon,Paperback,USD 12.00,"Este folleto contiene dos obras teatrales las cuales son totalmente diferentes. Sonya la Gata es una comedia-fantasia, similar a las obras de Tolkien. En ella, una gata magica de dos hermanos ha sido sequestrada por duendes, y ellos tienen que rescatarla. Al otro lado, Poncio Pilate es una tragedia basada en el juicio de Jesus Cristo, con la differencia que el enfasis esta en el dilemma moral que se le presento.",2018,Spanish,9780359293544,Fiction,All Rights Reserved - Standard Copyright License,By (author): Armando Simon,40,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Jesus', 'Pilate', 'Jews', 'fantasy', 'cat', 'adventure']"
Terror Has No Diary: Annals of a Gay Jew and His Comrads Behind a Holy Wall in Nazi Europe,Michael Melnick,Paperback,USD 15.00,"Of the 7000 Jews living in the Baltic seaport of Libau (Liepaja), Latvia when the Germans invaded on June 21, 1941, only 200 remained alive when the city was liberated May 9,1945. Of these, maybe two dozen were hiding within Libau itself. This story is about 12 of them. Eleven adults were in the care of Robert and Johanna Sedols who hid them in a cellar behind a false wall constructed with the ""holy bricks"" of the demolished Choral Synagogue; the lone child was cared for by a widow, Otilija Schimelpfenig, in the secure comfort of her home. For their courage and moral stature, the Sedols and Mrs. Schimelpfenig are memorialized as ""Righteous Among the Nations"" at Yad Vashem. How these 12 Jews arrived at their hiding places, and how they endured until liberation, is a remarkable story, one of miracles. Inscrutable miracles, cast naked upon the ruins by men and women of courage and cunning, not saints.",2013,English,9780975948514,History,All Rights Reserved - Standard Copyright License,By (author): Michael Melnick,224,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Holocaust', 'Shoa', 'Gay', 'Jewish', 'Nazi', 'Europe', 'Latvia', 'Libau', 'Liepaja', 'moral witness', 'righteous', 'gentiles', 'courage']"
God or Allah,SULEIMAN AL GOMAIZ,Paperback,USD 9.99,"who is allah?
""Allah"" is the same word used by Christian Arabs and Jewish Arabs in their Bible, centuries before Islam came.

what is allah?
The word ""Allah"" is the perfect description in Arabic of the ""One God"" of monotheism for Jews, Christians and Muslims.",2012,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): SULEIMAN AL GOMAIZ,64,Paperback,Black & White,Pocket Book (4.25 x 6.875 in / 108 x 175 mm),,"['god', 'allah']"
